,Title_of_the_Review,Review_of_the_movie,clean_txt,tokens,text_stem,text_lem
10,Questionable script (and Awkwafina is just the worst),"The characters are a bit incoherent and straight up contradict their own characterizations at times, because the plot needs them to do it. There are a bunch of unneeded ""deux-ex machina"" or conveniences because the writers trapped themselves into corners for no reason (that's what happens when you get the 2021 ""Mortal Kombat"", ""WW84"" and ""The Expendables"" writers).

Also, we have Awkwafina destroying every type of scene (dramatic; epic; and also the comedic ones) with one of the worst ""acting"" I've ever seen and a same type of joke (""awkward nonsense"") over and over, from start to finish, with a role ridiculously large for a dumb comic relief.

But... Liu is actually pretty good as a lead (and his character is potentially great), and the ""Shang-Chi world"" is beautiful and it has everything to be super fun to watch in the future...without Awkwafine and better writers.",the characters bit incoherent straight contradict characterizations times plot needs there bunch unneeded deuxex machina conveniences writers trapped corners reason thats happens get mortal kombat ww the expendables writersalso awkwafina destroying every type scene dramatic epic also comedic ones one worst acting ive ever seen type joke awkward nonsense start finish role ridiculously large dumb comic reliefbut liu actually pretty good lead character potentially great shangchi world beautiful everything super fun watch futurewithout awkwafine better writers,"['the', 'characters', 'bit', 'incoherent', 'straight', 'contradict', 'characterizations', 'times', 'plot', 'needs', 'there', 'bunch', 'unneeded', 'deuxex', 'machina', 'conveniences', 'writers', 'trapped', 'corners', 'reason', 'thats', 'happens', 'get', 'mortal', 'kombat', 'ww', 'the', 'expendables', 'writersalso', 'awkwafina', 'destroying', 'every', 'type', 'scene', 'dramatic', 'epic', 'also', 'comedic', 'ones', 'one', 'worst', 'acting', 'ive', 'ever', 'seen', 'type', 'joke', 'awkward', 'nonsense', 'start', 'finish', 'role', 'ridiculously', 'large', 'dumb', 'comic', 'reliefbut', 'liu', 'actually', 'pretty', 'good', 'lead', 'character', 'potentially', 'great', 'shangchi', 'world', 'beautiful', 'everything', 'super', 'fun', 'watch', 'futurewithout', 'awkwafine', 'better', 'writers']","['the', 'charact', 'bit', 'incoher', 'straight', 'contradict', 'character', 'time', 'plot', 'need', 'there', 'bunch', 'unneed', 'deuxex', 'machina', 'conveni', 'writer', 'trap', 'corner', 'reason', 'that', 'happen', 'get', 'mortal', 'kombat', 'ww', 'the', 'expend', 'writersalso', 'awkwafina', 'destroy', 'everi', 'type', 'scene', 'dramat', 'epic', 'also', 'comed', 'one', 'one', 'worst', 'act', 'ive', 'ever', 'seen', 'type', 'joke', 'awkward', 'nonsens', 'start', 'finish', 'role', 'ridicul', 'larg', 'dumb', 'comic', 'reliefbut', 'liu', 'actual', 'pretti', 'good', 'lead', 'charact', 'potenti', 'great', 'shangchi', 'world', 'beauti', 'everyth', 'super', 'fun', 'watch', 'futurewithout', 'awkwafin', 'better', 'writer']","['the', 'character', 'bit', 'incoherent', 'straight', 'contradict', 'characterization', 'time', 'plot', 'need', 'there', 'bunch', 'unneeded', 'deuxex', 'machina', 'convenience', 'writer', 'trapped', 'corner', 'reason', 'thats', 'happens', 'get', 'mortal', 'kombat', 'ww', 'the', 'expendables', 'writersalso', 'awkwafina', 'destroying', 'every', 'type', 'scene', 'dramatic', 'epic', 'also', 'comedic', 'one', 'one', 'worst', 'acting', 'ive', 'ever', 'seen', 'type', 'joke', 'awkward', 'nonsense', 'start', 'finish', 'role', 'ridiculously', 'large', 'dumb', 'comic', 'reliefbut', 'liu', 'actually', 'pretty', 'good', 'lead', 'character', 'potentially', 'great', 'shangchi', 'world', 'beautiful', 'everything', 'super', 'fun', 'watch', 'futurewithout', 'awkwafine', 'better', 'writer']"
11,"beautiful science fiction, fantasy and action movie!","Everything comes in it beautiful science fiction and beautiful mythical creatures. Sometimes you have creatures that don't seem real, but these just seemed real. Well done! There was a bit of avatar feeling in it. Fighting for the safekeeping of peace. Really beautiful. And self-acceptance was also nicely incorporated.",everything comes beautiful science fiction beautiful mythical creatures sometimes creatures dont seem real seemed real well done there bit avatar feeling fighting safekeeping peace really beautiful and selfacceptance also nicely incorporated,"['everything', 'comes', 'beautiful', 'science', 'fiction', 'beautiful', 'mythical', 'creatures', 'sometimes', 'creatures', 'dont', 'seem', 'real', 'seemed', 'real', 'well', 'done', 'there', 'bit', 'avatar', 'feeling', 'fighting', 'safekeeping', 'peace', 'really', 'beautiful', 'and', 'selfacceptance', 'also', 'nicely', 'incorporated']","['everyth', 'come', 'beauti', 'scienc', 'fiction', 'beauti', 'mythic', 'creatur', 'sometim', 'creatur', 'dont', 'seem', 'real', 'seem', 'real', 'well', 'done', 'there', 'bit', 'avatar', 'feel', 'fight', 'safekeep', 'peac', 'realli', 'beauti', 'and', 'selfaccept', 'also', 'nice', 'incorpor']","['everything', 'come', 'beautiful', 'science', 'fiction', 'beautiful', 'mythical', 'creature', 'sometimes', 'creature', 'dont', 'seem', 'real', 'seemed', 'real', 'well', 'done', 'there', 'bit', 'avatar', 'feeling', 'fighting', 'safekeeping', 'peace', 'really', 'beautiful', 'and', 'selfacceptance', 'also', 'nicely', 'incorporated']"
12,Loved it,This was fantastic. Saw it in theaters then again as soon as it was out on streaming too! The story and characters were great to explore; the action sequences and special effects keep you immersed; and the actors all made the story come to life.,this fantastic saw theaters soon streaming the story characters great explore action sequences special effects keep immersed actors made story come life,"['this', 'fantastic', 'saw', 'theaters', 'soon', 'streaming', 'the', 'story', 'characters', 'great', 'explore', 'action', 'sequences', 'special', 'effects', 'keep', 'immersed', 'actors', 'made', 'story', 'come', 'life']","['this', 'fantast', 'saw', 'theater', 'soon', 'stream', 'the', 'stori', 'charact', 'great', 'explor', 'action', 'sequenc', 'special', 'effect', 'keep', 'immers', 'actor', 'made', 'stori', 'come', 'life']","['this', 'fantastic', 'saw', 'theater', 'soon', 'streaming', 'the', 'story', 'character', 'great', 'explore', 'action', 'sequence', 'special', 'effect', 'keep', 'immersed', 'actor', 'made', 'story', 'come', 'life']"
13,"Fresh Story, Great action scenes","I love all the movies from them but Shang-Chi and The Legend of The Ten Rings is one of my favorite marvel movies, it really managed to make a very nice movie, the story is usually a gorgeous one, the characters are very nice and you become very invested in the movie.

I was amazed at what good fight sequences are in the movie like this, the best since The Avengers 2012 and Captain America: The Winter Soldier 2014 maybe even better.

The CGI is incredible, I only saw such special effects on Avatar.

I have to say that I ran and saw the fight on the bus 5 times, it's awesome ... it manages to give you an energy boost, so cool The story is extraordinary, Shang-Chi confronts the past he thought he left behind, when his father wants to reunite his lost family.

Xu Wenwu played by Tony Leung is such a good villain, you understand why he does this, you empathize with him and although you know that the way he acts is wrong you understand his pain. Besides being a villain he is also my father and everything he wants to release his wife.

A very good villain, certainly one of the best villains of this year.

This movie blow me away, I love it. Lots of love from Bangladesh 🇧🇩",i love movies shangchi the legend the ten rings one favorite marvel movies really managed make nice movie story usually gorgeous one characters nice become invested moviei amazed good fight sequences movie like best since the avengers captain america the winter soldier maybe even betterthe cgi incredible i saw special effects avatari say i ran saw fight bus times awesome manages give energy boost cool the story extraordinary shangchi confronts past thought left behind father wants reunite lost familyxu wenwu played tony leung good villain understand empathize although know way acts wrong understand pain besides villain also father everything wants release wifea good villain certainly one best villains yearthis movie blow away i love lots love bangladesh,"['i', 'love', 'movies', 'shangchi', 'the', 'legend', 'the', 'ten', 'rings', 'one', 'favorite', 'marvel', 'movies', 'really', 'managed', 'make', 'nice', 'movie', 'story', 'usually', 'gorgeous', 'one', 'characters', 'nice', 'become', 'invested', 'moviei', 'amazed', 'good', 'fight', 'sequences', 'movie', 'like', 'best', 'since', 'the', 'avengers', 'captain', 'america', 'the', 'winter', 'soldier', 'maybe', 'even', 'betterthe', 'cgi', 'incredible', 'i', 'saw', 'special', 'effects', 'avatari', 'say', 'i', 'ran', 'saw', 'fight', 'bus', 'times', 'awesome', 'manages', 'give', 'energy', 'boost', 'cool', 'the', 'story', 'extraordinary', 'shangchi', 'confronts', 'past', 'thought', 'left', 'behind', 'father', 'wants', 'reunite', 'lost', 'familyxu', 'wenwu', 'played', 'tony', 'leung', 'good', 'villain', 'understand', 'empathize', 'although', 'know', 'way', 'acts', 'wrong', 'understand', 'pain', 'besides', 'villain', 'also', 'father', 'everything', 'wants', 'release', 'wifea', 'good', 'villain', 'certainly', 'one', 'best', 'villains', 'yearthis', 'movie', 'blow', 'away', 'i', 'love', 'lots', 'love', 'bangladesh']","['i', 'love', 'movi', 'shangchi', 'the', 'legend', 'the', 'ten', 'ring', 'one', 'favorit', 'marvel', 'movi', 'realli', 'manag', 'make', 'nice', 'movi', 'stori', 'usual', 'gorgeous', 'one', 'charact', 'nice', 'becom', 'invest', 'moviei', 'amaz', 'good', 'fight', 'sequenc', 'movi', 'like', 'best', 'sinc', 'the', 'aveng', 'captain', 'america', 'the', 'winter', 'soldier', 'mayb', 'even', 'betterth', 'cgi', 'incred', 'i', 'saw', 'special', 'effect', 'avatari', 'say', 'i', 'ran', 'saw', 'fight', 'bus', 'time', 'awesom', 'manag', 'give', 'energi', 'boost', 'cool', 'the', 'stori', 'extraordinari', 'shangchi', 'confront', 'past', 'thought', 'left', 'behind', 'father', 'want', 'reunit', 'lost', 'familyxu', 'wenwu', 'play', 'toni', 'leung', 'good', 'villain', 'understand', 'empath', 'although', 'know', 'way', 'act', 'wrong', 'understand', 'pain', 'besid', 'villain', 'also', 'father', 'everyth', 'want', 'releas', 'wifea', 'good', 'villain', 'certain', 'one', 'best', 'villain', 'yearthi', 'movi', 'blow', 'away', 'i', 'love', 'lot', 'love', 'bangladesh']","['i', 'love', 'movie', 'shangchi', 'the', 'legend', 'the', 'ten', 'ring', 'one', 'favorite', 'marvel', 'movie', 'really', 'managed', 'make', 'nice', 'movie', 'story', 'usually', 'gorgeous', 'one', 'character', 'nice', 'become', 'invested', 'moviei', 'amazed', 'good', 'fight', 'sequence', 'movie', 'like', 'best', 'since', 'the', 'avenger', 'captain', 'america', 'the', 'winter', 'soldier', 'maybe', 'even', 'betterthe', 'cgi', 'incredible', 'i', 'saw', 'special', 'effect', 'avatari', 'say', 'i', 'ran', 'saw', 'fight', 'bus', 'time', 'awesome', 'manages', 'give', 'energy', 'boost', 'cool', 'the', 'story', 'extraordinary', 'shangchi', 'confronts', 'past', 'thought', 'left', 'behind', 'father', 'want', 'reunite', 'lost', 'familyxu', 'wenwu', 'played', 'tony', 'leung', 'good', 'villain', 'understand', 'empathize', 'although', 'know', 'way', 'act', 'wrong', 'understand', 'pain', 'besides', 'villain', 'also', 'father', 'everything', 'want', 'release', 'wifea', 'good', 'villain', 'certainly', 'one', 'best', 'villain', 'yearthis', 'movie', 'blow', 'away', 'i', 'love', 'lot', 'love', 'bangladesh']"
14,Waaaaw!,"An amazing movie (Original, great cast, nice soundtrack, CGI is just pure eye candy, good comical releaf as usual) and great addition to the Marvel Cinematic Universe!!! Can't wait for what's to come!",an amazing movie original great cast nice soundtrack cgi pure eye candy good comical releaf usual great addition marvel cinematic universe cant wait whats come,"['an', 'amazing', 'movie', 'original', 'great', 'cast', 'nice', 'soundtrack', 'cgi', 'pure', 'eye', 'candy', 'good', 'comical', 'releaf', 'usual', 'great', 'addition', 'marvel', 'cinematic', 'universe', 'cant', 'wait', 'whats', 'come']","['an', 'amaz', 'movi', 'origin', 'great', 'cast', 'nice', 'soundtrack', 'cgi', 'pure', 'eye', 'candi', 'good', 'comic', 'releaf', 'usual', 'great', 'addit', 'marvel', 'cinemat', 'univers', 'cant', 'wait', 'what', 'come']","['an', 'amazing', 'movie', 'original', 'great', 'cast', 'nice', 'soundtrack', 'cgi', 'pure', 'eye', 'candy', 'good', 'comical', 'releaf', 'usual', 'great', 'addition', 'marvel', 'cinematic', 'universe', 'cant', 'wait', 'whats', 'come']"
15,Simu Liu Brought It,"Really entertaining movie. Actors were great Simu Liu brought it big time he is excellent as the main character. Awkwafina is hilarious and I wish she had more screen time. As far as Marvel movies goes, it's not the best one but still very good.",really entertaining movie actors great simu liu brought big time excellent main character awkwafina hilarious i wish screen time as far marvel movies goes best one still good,"['really', 'entertaining', 'movie', 'actors', 'great', 'simu', 'liu', 'brought', 'big', 'time', 'excellent', 'main', 'character', 'awkwafina', 'hilarious', 'i', 'wish', 'screen', 'time', 'as', 'far', 'marvel', 'movies', 'goes', 'best', 'one', 'still', 'good']","['realli', 'entertain', 'movi', 'actor', 'great', 'simu', 'liu', 'brought', 'big', 'time', 'excel', 'main', 'charact', 'awkwafina', 'hilari', 'i', 'wish', 'screen', 'time', 'as', 'far', 'marvel', 'movi', 'goe', 'best', 'one', 'still', 'good']","['really', 'entertaining', 'movie', 'actor', 'great', 'simu', 'liu', 'brought', 'big', 'time', 'excellent', 'main', 'character', 'awkwafina', 'hilarious', 'i', 'wish', 'screen', 'time', 'a', 'far', 'marvel', 'movie', 'go', 'best', 'one', 'still', 'good']"
16,Good action movie with all the MCU flavours,"Movie has a lot of stuff to keep you hooked.

1. VFX. Whole movie is visually stunning 2. Stunt choreography is awesome. Probably the best in MCU so far imo.

3. Background score. I felt goosebumps everytime the main theme kicks in. Soundtrack is good too.

4. Decent acting except the one who played Shang chi's father who had a menacing screen presence

Despite of the perfectly blended Chinese culture and the MCU's successful (so far) action formula, this movie isn't free from cliche moments. I just wished the second half was less predictable and had something more to offer.",movie lot stuff keep hooked vfx whole movie visually stunning stunt choreography awesome probably best mcu far imo background score i felt goosebumps everytime main theme kicks soundtrack good decent acting except one played shang chis father menacing screen presencedespite perfectly blended chinese culture mcus successful far action formula movie isnt free cliche moments i wished second half less predictable something offer,"['movie', 'lot', 'stuff', 'keep', 'hooked', 'vfx', 'whole', 'movie', 'visually', 'stunning', 'stunt', 'choreography', 'awesome', 'probably', 'best', 'mcu', 'far', 'imo', 'background', 'score', 'i', 'felt', 'goosebumps', 'everytime', 'main', 'theme', 'kicks', 'soundtrack', 'good', 'decent', 'acting', 'except', 'one', 'played', 'shang', 'chis', 'father', 'menacing', 'screen', 'presencedespite', 'perfectly', 'blended', 'chinese', 'culture', 'mcus', 'successful', 'far', 'action', 'formula', 'movie', 'isnt', 'free', 'cliche', 'moments', 'i', 'wished', 'second', 'half', 'less', 'predictable', 'something', 'offer']","['movi', 'lot', 'stuff', 'keep', 'hook', 'vfx', 'whole', 'movi', 'visual', 'stun', 'stunt', 'choreographi', 'awesom', 'probabl', 'best', 'mcu', 'far', 'imo', 'background', 'score', 'i', 'felt', 'goosebump', 'everytim', 'main', 'theme', 'kick', 'soundtrack', 'good', 'decent', 'act', 'except', 'one', 'play', 'shang', 'chis', 'father', 'menac', 'screen', 'presencedespit', 'perfect', 'blend', 'chines', 'cultur', 'mcus', 'success', 'far', 'action', 'formula', 'movi', 'isnt', 'free', 'clich', 'moment', 'i', 'wish', 'second', 'half', 'less', 'predict', 'someth', 'offer']","['movie', 'lot', 'stuff', 'keep', 'hooked', 'vfx', 'whole', 'movie', 'visually', 'stunning', 'stunt', 'choreography', 'awesome', 'probably', 'best', 'mcu', 'far', 'imo', 'background', 'score', 'i', 'felt', 'goosebump', 'everytime', 'main', 'theme', 'kick', 'soundtrack', 'good', 'decent', 'acting', 'except', 'one', 'played', 'shang', 'chi', 'father', 'menacing', 'screen', 'presencedespite', 'perfectly', 'blended', 'chinese', 'culture', 'mcus', 'successful', 'far', 'action', 'formula', 'movie', 'isnt', 'free', 'cliche', 'moment', 'i', 'wished', 'second', 'half', 'le', 'predictable', 'something', 'offer']"
17,This like anime but love action which is great,This film is a love letter to Asia. The creatures the atmosphere the fights. They really took their time with this. Many people complain about final fight but if you watch anime or know of anime you should know better.,this film love letter asia the creatures atmosphere fights they really took time many people complain final fight watch anime know anime know better,"['this', 'film', 'love', 'letter', 'asia', 'the', 'creatures', 'atmosphere', 'fights', 'they', 'really', 'took', 'time', 'many', 'people', 'complain', 'final', 'fight', 'watch', 'anime', 'know', 'anime', 'know', 'better']","['this', 'film', 'love', 'letter', 'asia', 'the', 'creatur', 'atmospher', 'fight', 'they', 'realli', 'took', 'time', 'mani', 'peopl', 'complain', 'final', 'fight', 'watch', 'anim', 'know', 'anim', 'know', 'better']","['this', 'film', 'love', 'letter', 'asia', 'the', 'creature', 'atmosphere', 'fight', 'they', 'really', 'took', 'time', 'many', 'people', 'complain', 'final', 'fight', 'watch', 'anime', 'know', 'anime', 'know', 'better']"
18,Loved it,Asian representation without compromising on storytelling. Great cinematics and CGI. Can't wait to see what the Marvel team delivers next. Perfectly executed!,asian representation without compromising storytelling great cinematics cgi cant wait see marvel team delivers next perfectly executed,"['asian', 'representation', 'without', 'compromising', 'storytelling', 'great', 'cinematics', 'cgi', 'cant', 'wait', 'see', 'marvel', 'team', 'delivers', 'next', 'perfectly', 'executed']","['asian', 'represent', 'without', 'compromis', 'storytel', 'great', 'cinemat', 'cgi', 'cant', 'wait', 'see', 'marvel', 'team', 'deliv', 'next', 'perfect', 'execut']","['asian', 'representation', 'without', 'compromising', 'storytelling', 'great', 'cinematics', 'cgi', 'cant', 'wait', 'see', 'marvel', 'team', 'delivers', 'next', 'perfectly', 'executed']"
19,Brilliant,I absolutely loved this film. It's packed with action and really good martial arts. The film is really funny. It's got a great story line. The acting is fab.,i absolutely loved film its packed action really good martial arts the film really funny its got great story line the acting fab,"['i', 'absolutely', 'loved', 'film', 'its', 'packed', 'action', 'really', 'good', 'martial', 'arts', 'the', 'film', 'really', 'funny', 'its', 'got', 'great', 'story', 'line', 'the', 'acting', 'fab']","['i', 'absolut', 'love', 'film', 'it', 'pack', 'action', 'realli', 'good', 'martial', 'art', 'the', 'film', 'realli', 'funni', 'it', 'got', 'great', 'stori', 'line', 'the', 'act', 'fab']","['i', 'absolutely', 'loved', 'film', 'it', 'packed', 'action', 'really', 'good', 'martial', 'art', 'the', 'film', 'really', 'funny', 'it', 'got', 'great', 'story', 'line', 'the', 'acting', 'fab']"
20,Kickass movie,"Entertaining movie ..worth it ..the bus scene ..oh boy ..on loop ..overall visual treat , neat cgi and enjoyable marvel movie ..you will love it ..don't miss it.",entertaining movie worth bus scene oh boy loop overall visual treat neat cgi enjoyable marvel movie love dont miss,"['entertaining', 'movie', 'worth', 'bus', 'scene', 'oh', 'boy', 'loop', 'overall', 'visual', 'treat', 'neat', 'cgi', 'enjoyable', 'marvel', 'movie', 'love', 'dont', 'miss']","['entertain', 'movi', 'worth', 'bus', 'scene', 'oh', 'boy', 'loop', 'overal', 'visual', 'treat', 'neat', 'cgi', 'enjoy', 'marvel', 'movi', 'love', 'dont', 'miss']","['entertaining', 'movie', 'worth', 'bus', 'scene', 'oh', 'boy', 'loop', 'overall', 'visual', 'treat', 'neat', 'cgi', 'enjoyable', 'marvel', 'movie', 'love', 'dont', 'miss']"
21,AWESOME MOVIE!!,The movie was awesome.much better then i expected............action was awesome and the plot was awesome too......acting was quite good.highly recomend seeing this.,the movie awesomemuch better expectedaction awesome plot awesome tooacting quite goodhighly recomend seeing,"['the', 'movie', 'awesomemuch', 'better', 'expectedaction', 'awesome', 'plot', 'awesome', 'tooacting', 'quite', 'goodhighly', 'recomend', 'seeing']","['the', 'movi', 'awesomemuch', 'better', 'expectedact', 'awesom', 'plot', 'awesom', 'tooact', 'quit', 'goodhigh', 'recomend', 'see']","['the', 'movie', 'awesomemuch', 'better', 'expectedaction', 'awesome', 'plot', 'awesome', 'tooacting', 'quite', 'goodhighly', 'recomend', 'seeing']"
